identifiant_dsp;code_postal;ville;field13;type_de_station;emplacement;nom_de_la_station;places_autolib;places_recharge_tiers;nombre_total_de_places
75120-35;75020;Paris;48.8518536, 2.3982137;Station;Voirie;Paris/Charonne/52;4;1;5
92023-13;92140;Clamart;48.7813871, 2.2271271;Station;Voirie;Clamart/Bourcillière/137;6;0;6
92032-08;92260;Fontenay-aux-Roses;48.78919, 2.293033;Station;Voirie;Fontenay-aux-Roses/Lombard/20;6;0;6
92036-13;92230;Gennevilliers;48.9269437, 2.3143339;Station;Voirie;Gennevilliers/Louis Roche/125;6;0;6
92040-13;92130;Issy-les-Moulineaux;48.8295855, 2.2836035;Station;Voirie;Issy-les-Moulineaux/Ernest Renan/9;6;0;6
92040-22;92130;Issy-les-Moulineaux;48.8167, 2.260423;Station;Voirie;Issy-les-Moulineaux/Égalité/57;6;0;6
92044-PG;92300;Levallois-Perret;48.8953575, 2.2922568;Station;Parking;Levallois-Perret/Pierre Brossolette/21;6;0;6
92044-PJ;92300;Levallois-Perret;48.8873092, 2.2844274;Station;Parking;Levallois-Perret/Louise Michel/8;6;0;6
92046-02;92240;Malakoff;48.8192396, 2.3040697;Station;Voirie;Malakoff/Gabriel Péri/120;6;0;6
92048-09;92190;Meudon;48.787686, 2.2277686;Station;Voirie;Meudon/De Gaulle/19;6;0;6
92050-04;92000;Nanterre;48.89231, 2.214089;Station;Voirie;Nanterre/Pablo Picasso/20;6;0;6
92062-06;92800;Puteaux;48.8761876, 2.2361346;Station;Voirie;Puteaux/Francis de Pressensé/12;6;0;6
92063-18;92500;Rueil-Malmaison;48.8871, 2.181057;Station;Voirie;Rueil-Malmaison/Colmar/17;6;0;6
93006-05;93170;Bagnolet;48.8611263, 2.4181508;Station;Voirie;Bagnolet/République/58;6;0;6
94044-02;94450;Limeil-Brévannes;48.73963, 2.490184;Station;Voirie;Limeil-Brévannes/Lavoisier/12;5;0;5
75120-38;75020;Paris;48.8495131, 2.4061582;Station;Voirie;Paris/Frédérique Loliée/5;4;1;5
92004-03;92600;Asnières-sur-Seine;48.9059332, 2.2852074;Station;Voirie;Asnières-sur-Seine/Normandie/22;6;1;7
92004-09;92600;Asnières-sur-Seine;48.9152642, 2.2767942;Station;Voirie;Asnières-sur-Seine/Henri Say/11;6;0;6
92012-08;92100;Boulogne-Billancourt;48.840169, 2.229398;Station;Voirie;Boulogne-Billancourt/André Morizet/121;6;0;6
92012-11;92100;Boulogne-Billancourt;48.83975, 2.2400622;Station;Voirie;Boulogne-Billancourt/Jean Jaurès/61;6;0;6
92012-13;92100;Boulogne-Billancourt;48.836581, 2.239424;Espace;Voirie;Boulogne-Billancourt/Gallieni/114;6;0;6
92019-04;92290;Châtenay-Malabry;48.7622887, 2.2838864;Station;Voirie;Châtenay-Malabry/Division Leclerc/81;6;0;6
92019-07;92290;Châtenay-Malabry;48.768495, 2.250599;Station;Voirie;Châtenay-Malabry/Cyrano de Bergerac/6;6;0;6
92022-03;92370;Chaville;48.80551, 2.184925;Station;Voirie;Chaville/Pavé des Gardes/33;6;0;6
92023-12;92140;Clamart;48.78468, 2.237137;Station;Voirie;Clamart/Porte de Trivaux/130;6;0;6
92063-12;92500;Rueil-Malmaison;48.8839089, 2.1919207;Station;Voirie;Rueil-Malmaison/Paul Doumer/3;6;0;6
92073-09;92150;Suresnes;48.8618708, 2.2133061;Station;Voirie;Suresnes/Tuilerie/33;6;0;6
92075-03;92170;Vanves;48.8169686, 2.2810709;Station;Voirie;Vanves/Larmeroux/12;5;0;5
92075-06;92170;Vanves;48.82101, 2.28876;Station;Voirie;Vanves/Antoine Fratacci/34;6;0;6
93006-06;93170;Bagnolet;48.87215, 2.43015;Station;Voirie;Bagnolet/Stalingrad/49;6;0;6
93006-07;93170;Bagnolet;48.85764, 2.415732;Station;Voirie;Bagnolet/Edouard Vaillant/60;6;0;6
93029-14;93700;Drancy;48.9216032, 2.4411713;Station;Voirie;Drancy/Roger Salengro/3;4;0;4
93055-12;93500;Pantin;48.90915, 2.398654;Station;Voirie;Pantin/Jean Jaurès/150;6;0;6
93055-14;93500;Pantin;48.8946957, 2.4254593;Station;Voirie;Pantin/Anatole France/1;6;0;6
93064-03;93110;Rosny-sous-Bois;48.876218, 2.475338;Station;Voirie;Rosny-sous-Bois/Rome/8;6;0;6
93064-06;93110;Rosny-sous-Bois;48.8798646, 2.4931178;Station;Voirie;Rosny-sous-Bois/Variot/40;6;0;6
93070-09;93400;Saint-Ouen;48.9018633, 2.3341342;Station;Voirie;Saint-Ouen/Édouard Vaillant/28;7;0;7
93070-11;93400;Saint-Ouen;48.9102315, 2.3441112;Station;Voirie;Saint-Ouen/Michelet/42;5;1;6
94002-02;94140;Alfortville;48.8026584, 2.4254131;Espace;Voirie;Alfortville/Malleret-Joinville/16;6;0;6
94003-06;94110;Arcueil;48.8042795, 2.3288429;Station;Voirie;Arcueil/Paul Bert/21;6;0;6
94016-01;94230;Cachan;48.7942674, 2.3345857;Espace;Voirie;Cachan/Camille Desmoulins/3;5;0;5
94028-13;94000;Créteil;48.7706043, 2.4707901;Station;Voirie;Créteil/Cotonou/4;4;0;4
94042-02;94340;Joinville-le-Pont;48.8202532, 2.4745761;Station;Voirie;Joinville-le-Pont/Galliéni/1;6;0;6
94042-03;94340;Joinville-le-Pont;48.8168, 2.466862;Espace;Voirie;Joinville-le-Pont/Paris/39;6;0;6
75101-05;75001;Paris;48.8648594, 2.3329713;Station;Voirie;Paris/Pyramides/12;4;1;5
75102-06;75002;Paris;48.8696994, 2.3423247;Station;Voirie;Paris/Notre-Dame des Victoires/21;4;0;4
75102-13;75002;Paris;48.868181, 2.335097;Station;Voirie;Paris/Dalayrac/19;4;1;5
75102-16;75002;Paris;48.8660947, 2.3433342;Station;Voirie;Paris/Louvre/31;4;0;4
75103-04;75003;Paris;48.8653769, 2.3573678;Station;Voirie;Paris/Réaumur/38;4;1;5
75103-13;75003;Paris;48.8681421, 2.360276;Station;Voirie;Paris/Saint-Martin/17;4;0;4
75104-07;75004;Paris;48.8557271, 2.3562976;Station;Voirie;Paris/Pont Louis-Philippe/24;4;1;5
75104-11;75004;Paris;48.8524894, 2.3678127;Espace;Voirie;Paris/Bourdon/41;4;0;4
75104-12;75004;Paris;48.84925, 2.362993;Station;Voirie;Paris/Schomberg/1;5;0;5
75104-14;75004;Paris;48.85378, 2.358089;Station;Voirie;Paris/Nonnains d'Hyères/1;4;1;5
75105-05;75005;Paris;48.8499024, 2.3444286;Station;Voirie;Paris/Paul Painlevé/7;4;1;5
75105-11;75005;Paris;48.8452566, 2.3548335;Station;Voirie;Paris/Linné/18;4;1;5
75105-13;75005;Paris;48.8441945, 2.3507523;Station;Voirie;Paris/Lacépède/38;4;0;4
75105-15;75005;Paris;48.8479993, 2.3469365;Station;Voirie;Paris/Valette/2;4;1;5
75105-16;75005;Paris;48.8438007, 2.341924;Station;Voirie;Paris/Saint-Jacques/221;4;0;4
75106-11;75006;Paris;48.8425631, 2.3363896;Station;Voirie;Paris/Michelet/6;4;1;5
75106-12;75006;Paris;48.8425101, 2.3292257;Station;Voirie;Paris/Raspail/136;4;0;4
75106-13;75006;Paris;48.8471079, 2.3321208;Station;Voirie;Paris/Fleurus/2;4;1;5
75106-15;75006;Paris;48.8524509, 2.3314662;Station;Voirie;Paris/Four/38;4;1;5
75106-20;75006;Paris;48.85262, 2.342107;Station;Voirie;Paris/Danton/8;4;0;4
75106-PA;75006;Paris;48.8451283, 2.3252355;Station;Parking;Paris/Rennes/155;6;0;6
75107-20;75007;Paris;48.8611286, 2.3069867;Station;Voirie;Paris/Jean Nicot/10;4;0;4
75108-16;75008;Paris;48.8762882, 2.3011232;Station;Voirie;Paris/Hoche/31;4;0;4
75108-21;75008;Paris;48.8696448, 2.3036203;Station;Voirie;Paris/Pierre Charron/62;4;0;4
75108-33;75008;Paris;48.8682112, 2.3046348;Station;Voirie;Paris/François 1er/38;4;1;5
75109-05;75009;Paris;48.8826, 2.3363;Station;Voirie;Paris/Clichy/23;4;1;5
75109-10;75009;Paris;48.8829733, 2.3454871;Station;Voirie;Paris/Rochechouart/31;4;0;4
75109-19;75009;Paris;48.875464, 2.342083;Station;Voirie;Paris/La Fayette/56;4;1;5
75109-22;75009;Paris;48.8723178, 2.3387762;Station;Voirie;Paris/Haussmann/6;4;1;5
75110-02;75010;Paris;48.88363, 2.351257;Station;Voirie;Paris/Guy Patin/10;5;0;5
75110-06;75010;Paris;48.8758773, 2.3724186;Station;Voirie;Paris/Villette/55;5;0;5
75110-17;75010;Paris;48.8740623, 2.3703034;Station;Voirie;Paris/Claude Vellefaux/3;4;1;5
75110-33;75010;Paris;48.87517, 2.348162;Station;Voirie;Paris/Poissonnière/64;4;0;4
75111-17;75011;Paris;48.8629398, 2.386178;Station;Voirie;Paris/République/128;4;1;5
75111-27;75011;Paris;48.8592806, 2.3773563;Espace;Voirie;Paris/Voltaire/106;4;1;5
75111-29;75011;Paris;48.86023, 2.3719914;Station;Voirie;Paris/Richard Lenoir/63;4;0;4
75111-32;75011;Paris;48.85579, 2.374203;Station;Voirie;Paris/Commandant Lamy/2;4;0;4
75111-36;75011;Paris;48.862875, 2.3765261;Station;Voirie;Paris/Parmentier/62;4;0;4
75112-02;75012;Paris;48.8506483, 2.3754501;Station;Voirie;Paris/Ledru-Rollin/88;4;1;5
75112-07;75012;Paris;48.84803, 2.3677;Station;Voirie;Paris/Bastille/20;4;0;4
75112-09;75012;Paris;48.8470504, 2.3815222;Station;Voirie;Paris/Crozatier/33;4;1;5
75112-10;75012;Paris;48.8391453, 2.3805222;Station;Voirie;Paris/Bercy/108;4;1;5
75112-12;75012;Paris;48.841876, 2.375976;Espace;Voirie;Paris/Villiot/20;4;0;4
75112-22;75012;Paris;48.8444, 2.407044;Station;Voirie;Paris/Saint-Mandé/94;4;1;5
75112-23;75012;Paris;48.8449828, 2.4019623;Station;Voirie;Paris/Saint-Mandé/48;4;0;4
75112-35;75012;Paris;48.84071, 2.409631;Station;Voirie;Paris/Émile Laurent/1;4;0;4
75112-36;75012;Paris;48.84756, 2.397014;Station;Voirie;Paris/Nation/26;4;0;4
75113-08;75013;Paris;48.8262319, 2.3424498;Station;Voirie;Paris/Tolbiac/245;4;1;5
75113-10;75013;Paris;48.8310493, 2.3460584;Station;Voirie;Paris/Vulpian/24;4;1;5
75113-12;75013;Paris;48.8204223, 2.3512076;Station;Voirie;Paris/Gouthière/12;4;0;4
75113-15;75013;Paris;48.83185, 2.354094;Station;Voirie;Paris/Sur Rosalie/4;4;0;4
75113-21;75013;Paris;48.824068, 2.364308;Station;Voirie;Paris/Ivry/58;4;0;4
75113-29;75013;Paris;48.84019, 2.362478;Station;Voirie;Paris/Hôpital/47;4;0;4
75113-30;75013;Paris;48.8362302, 2.3724643;Station;Voirie;Paris/Fernand Braudel/21;4;0;4
75113-31;75013;Paris;48.8317344, 2.3728943;Station;Voirie;Paris/Chevaleret/131;4;1;5
75113-34;75013;Paris;48.82934, 2.382635;Station;Voirie;Paris/Françoise Dolto/1;4;0;4
75101-06;75001;Paris;48.85971, 2.34024;Station;Voirie;Paris/Amiral Coligny/2;4;1;5
75102-07;75002;Paris;48.8703, 2.349722;Station;Voirie;Paris/Bonne Nouvelle/21;4;0;4
75102-12;75002;Paris;48.8704209, 2.3454538;Station;Voirie;Paris/Uzès/1;4;0;4
75103-07;75003;Paris;48.8597916, 2.3613291;Espace;Voirie;Paris/Perle/18;4;0;4
75104-10;75004;Paris;48.8510439, 2.3563199;Station;Voirie;Paris/Béthunes/36;4;1;5
75104-15;75004;Paris;48.8484226, 2.366004;Station;Voirie;Paris/Bourdon/9;4;1;5
75105-02;75005;Paris;48.8513879, 2.3472476;Station;Voirie;Paris/Dante/1;4;0;4
75105-07;75005;Paris;48.84934, 2.350152;Station;Voirie;Paris/Bernardins/23;4;0;4
75105-12;75005;Paris;48.8444276, 2.3522773;Station;Voirie;Paris/Monge/58;4;1;5
75105-21;75005;Paris;48.8397733, 2.3476575;Station;Voirie;Paris/Claude Bernard/16;4;1;5
75106-03;75006;Paris;48.8507628, 2.3319002;Station;Voirie;Paris/Madame/18;4;0;4
75106-04;75006;Paris;48.847875, 2.3239783;Station;Voirie;Paris/Bérite/3;4;0;4
75107-02;75007;Paris;48.85807, 2.299582;Station;Voirie;Paris/Bourdonnais/45;4;1;5
75107-10;75007;Paris;48.8482825, 2.315725;Station;Voirie;Paris/Duroc/2;4;1;5
75107-12;75007;Paris;48.8508194, 2.3237968;Station;Voirie;Paris/Bac/142;4;1;5
75107-15;75007;Paris;48.8593659, 2.3195393;Station;Voirie;Paris/Martignac/2;5;0;5
75108-03;75008;Paris;48.872759, 2.3080661;Station;Voirie;Paris/Artois/11;5;0;5
75108-06;75008;Paris;48.87006, 2.312597;Station;Voirie;Paris/Matignon/2;4;0;4
75108-09;75008;Paris;48.881834, 2.32056;Station;Voirie;Paris/Rome/73;4;0;4
75108-10;75008;Paris;48.8662011, 2.3156932;Station;Voirie;Paris/Dutuit/1;4;1;5
75108-11;75008;Paris;48.8724475, 2.3041662;Station;Voirie;Paris/Berri/10;4;1;5
75108-14;75008;Paris;48.8797479, 2.3214351;Station;Voirie;Paris/Constantinople/4;4;1;5
75108-18;75008;Paris;48.878351, 2.3044935;Station;Voirie;Paris/Courcelles/69;4;1;5
75108-20;75008;Paris;48.8800947, 2.3134453;Station;Voirie;Paris/Malesherbes/113;4;0;4
75108-30;75008;Paris;48.8706486, 2.3012817;Station;Voirie;Paris/George V/44;4;1;5
75108-32;75008;Paris;48.8721041, 2.3259728;Station;Voirie;Paris/Tronchet/19;4;0;4
75109-01;75009;Paris;48.883011, 2.329596;Station;Voirie;Paris/Adolphe Max/6;4;0;4
75109-09;75009;Paris;48.8716413, 2.3338862;Station;Voirie;Paris/Chaussée d'Antin/5;4;0;4
75109-16;75009;Paris;48.87357, 2.3348418;Station;Voirie;Paris/La Fayette/7;4;0;4
75110-04;75010;Paris;48.8837053, 2.3600404;Station;Voirie;Paris/Louis Blanc/67;4;0;4
75110-13;75010;Paris;48.8820721, 2.3664877;Station;Voirie;Paris/Saint-Martin/242;4;0;4
75110-20;75010;Paris;48.87119, 2.364206;Station;Voirie;Paris/Beaurepaire/31;4;1;5
75111-07;75011;Paris;48.8505136, 2.3823163;Espace;Voirie;Paris/Saint-Antoine/199;4;0;4
75111-10;75011;Paris;48.8690795, 2.371679;Station;Voirie;Paris/Parmentier/125;4;1;5
75111-13;75011;Paris;48.8553267, 2.3783382;Station;Voirie;Paris/Ledru Rollin/155;4;1;5
75111-15;75011;Paris;48.8656694, 2.3721102;Station;Voirie;Paris/République/36;4;0;4
75112-05;75012;Paris;48.8431847, 2.3837959;Station;Voirie;Paris/Charles Bossut/4;4;1;5
75112-14;75012;Paris;48.8472143, 2.3717355;Station;Voirie;Paris/Lyon/19;4;0;4
75112-15;75012;Paris;48.8493367, 2.3895684;Station;Voirie;Paris/Saint-Antoine/238;4;1;5
75112-17;75012;Paris;48.84154, 2.389211;Station;Voirie;Paris/Henard/3;4;1;5
75112-25;75012;Paris;48.840277, 2.3946269;Station;Voirie;Paris/Reuilly/116;4;1;5
75112-27;75012;Paris;48.8415951, 2.4050137;Station;Voirie;Paris/Arnold Netter/10;4;1;5
75112-29;75012;Paris;48.8351899, 2.4002905;Station;Voirie;Paris/Claude Decaen/26;4;1;5
75112-30;75012;Paris;48.839191, 2.3878529;Station;Voirie;Paris/Charolais/2;4;1;5
75112-32;75012;Paris;48.8355193, 2.3850356;Station;Voirie;Paris/Pommard/7;4;0;4
75112-34;75012;Paris;48.8373149, 2.4022445;Station;Voirie;Paris/Picpus/122;4;1;5
75113-02;75013;Paris;48.8351639, 2.3446053;Station;Voirie;Paris/Arago/52;5;0;5
75113-05;75013;Paris;48.83164, 2.342243;Station;Voirie;Paris/Auguste Blanqui/120;4;1;5
75113-14;75013;Paris;48.8299453, 2.3499186;Station;Voirie;Paris/Auguste Blanqui/50;4;0;4
75113-18;75013;Paris;48.82223, 2.358905;Station;Voirie;Paris/Caillaux/24;4;1;5
75113-32;75013;Paris;48.82881, 2.376281;Station;Voirie;Paris/Chevaleret/79;4;0;4
75114-04;75014;Paris;48.8348549, 2.3297831;Station;Voirie;Paris/Boulard/1;4;0;4
75114-10;75014;Paris;48.83126, 2.313088;Station;Voirie;Paris/Raymond Losserand/145;4;0;4
75114-25;75014;Paris;48.8367951, 2.3186569;Espace;Voirie;Paris/Catalogne/2;4;1;5
75114-32;75014;Paris;48.8383124, 2.3408664;Station;Voirie;Paris/Port-Royal/97;4;0;4
75114-PD;75014;Paris;48.8418362, 2.3297916;Station;Parking;Paris/Montparnasse/120;6;0;6
75115-04;75015;Paris;48.851832, 2.2997986;Station;Voirie;Paris/Suffren/78;4;1;5
75115-13;75015;Paris;48.8451076, 2.287503;Station;Voirie;Paris/Lourmel/79;4;0;4
75115-19;75015;Paris;48.8412037, 2.2977543;Station;Voirie;Paris/Lecourbe/178;5;0;5
75115-22;75015;Paris;48.8389208, 2.2824849;Espace;Voirie;Paris/Félix Faure/109;4;1;5
75115-28;75015;Paris;48.8335103, 2.2987201;Station;Voirie;Paris/Dantzig/37;4;1;5
75115-32;75015;Paris;48.8383125, 2.2943442;Station;Voirie;Paris/Convention/171;4;0;4
75115-33;75015;Paris;48.8471694, 2.2953347;Station;Voirie;Paris/Émile Zola/143;4;0;4
75115-34;75015;Paris;48.8338872, 2.3081344;Station;Voirie;Paris/Vouillé/47;4;0;4
75115-41;75015;Paris;48.8512259, 2.2912934;Station;Voirie;Paris/Finlay/43;4;0;4
75115-43;75015;Paris;48.8426446, 2.3132661;Station;Voirie;Paris/Pasteur/41;4;1;5
75115-57;75015;Paris;48.857, 2.2917;Station;Voirie;Paris/Suffren/2;4;0;4
75115-59;75015;Paris;48.8319972, 2.3048474;Station;Voirie;Paris/Morillons/95;4;0;4
75115-61;75015;Paris;48.8478735, 2.2847016;Station;Voirie;Paris/Beaugrenelle/4;4;1;5
75116-01;75016;Paris;48.874641, 2.2915841;Espace;Voirie;Paris/Grande Armée/13;5;0;5
75116-04;75016;Paris;48.8724415, 2.2915577;Station;Voirie;Paris/Victor Hugo/18;4;0;4
75116-06;75016;Paris;48.87683, 2.284882;Station;Voirie;Paris/Grande Armée/81;4;1;5
75116-09;75016;Paris;48.8669712, 2.2858795;Station;Voirie;Paris/Raymond Poincaré/51;4;1;5
75116-14;75016;Paris;48.8602593, 2.2740467;Station;Voirie;Paris/Émile Augier/20;4;1;5
75116-17;75016;Paris;48.8579379, 2.2811121;Station;Voirie;Paris/Chernoviz/12;4;0;4
75116-21;75016;Paris;48.8585701, 2.2851211;Station;Voirie;Paris/Delessert/23;4;0;4
75116-29;75016;Paris;48.8515283, 2.2678125;Station;Voirie;Paris/Mozart/101;4;0;4
75116-32;75016;Paris;48.8389361, 2.2567427;Station;Voirie;Paris/Murat/98;4;0;4
75116-PG;75016;Paris;48.8396733, 2.2628916;Station;Parking;Paris/Versailles/178;6;0;6
75117-01;75017;Paris;48.8781047, 2.2851178;Station;Voirie;Paris/Pereire/271;4;1;5
75117-03;75017;Paris;48.8955462, 2.3282817;Station;Voirie;Paris/Navier/1;4;1;5
75117-04;75017;Paris;48.8754776, 2.2945178;Station;Voirie;Paris/Mac Mahon/5;4;0;4
75117-06;75017;Paris;48.8794622, 2.2899947;Espace;Voirie;Paris/Ternes/73;4;1;5
75117-11;75017;Paris;48.8957574, 2.3242009;Station;Voirie;Paris/Navier/47;5;0;5
75117-13;75017;Paris;48.8817521, 2.317631;Station;Voirie;Paris/Batignolles/92;4;0;4
75117-14;75017;Paris;48.8863019, 2.3151179;Station;Voirie;Paris/Dulong/67;5;0;5
75117-21;75017;Paris;48.8799479, 2.2993184;Station;Voirie;Paris/Wagram/77;4;0;4
75117-37;75017;Paris;48.8832659, 2.3127515;Station;Voirie;Paris/Legendre/22;4;0;4
75117-40;75017;Paris;48.8823377, 2.3018911;Station;Voirie;Paris/Jouffroy d'Abbans/108;4;0;4
75117-42;75017;Paris;48.8782587, 2.2967633;Station;Voirie;Paris/Ternes/6;4;0;4
75117-PM;75017;Paris;48.8834652, 2.2880891;Station;Parking;Paris/Gouvion Saint-Cyr/26;6;0;6
75118-04;75018;Paris;48.8945152, 2.3412577;Station;Voirie;Paris/Poteau/40;4;0;4
75118-38;75018;Paris;48.8996, 2.351156;Station;Voirie;Paris/Jean Cocteau/2;4;1;5
75119-10;75019;Paris;48.8799263, 2.4004487;Station;Voirie;Paris/Algérie/7;4;0;4
75119-26;75019;Paris;48.88947, 2.398229;Station;Voirie;Paris/Sept Arpents/9;4;1;5
75119-30;75019;Paris;48.8780077, 2.3966042;Station;Voirie;Paris/Bois/1;4;0;4
75120-05;75020;Paris;48.87083, 2.403597;Station;Voirie;Paris/Gambetta/161;4;0;4
75120-06;75020;Paris;48.8674784, 2.3965939;Station;Voirie;Paris/Pyrénées/236;4;1;5
75120-07;75020;Paris;48.86191, 2.388035;Station;Voirie;Paris/Ménilmontant/30;4;0;4
75120-43;75020;Paris;48.867322, 2.3906964;Station;Voirie;Paris/Sorbier/14;4;0;4
92004-12;92600;Asnières-sur-Seine;48.92852, 2.27253;Station;Voirie;Asnières-sur-Seine/Robert Lavergne/11;6;0;6
92004-15;92600;Asnières-sur-Seine;48.9179468, 2.3189865;Station;Voirie;Asnières-sur-Seine/Olympe de Gouge/1;6;0;6
92004-22;92600;Asnières-sur-Seine;48.926, 2.273943;Station;Voirie;Asnières-sur-Seine/Ménil/273;6;0;6
92007-03;92220;Bagneux;48.8019167, 2.321829;Station;Voirie;Bagneux/Verdun/127;6;0;6
92007-05;92220;Bagneux;48.79006, 2.313115;Station;Voirie;Bagneux/Schweitzer/1;6;0;6
92012-15;92100;Boulogne-Billancourt;48.831826, 2.254098;Station;Voirie;Boulogne-Billancourt/République/24;6;0;6
92019-02;92290;Châtenay-Malabry;48.76587, 2.290613;Station;Voirie;Châtenay-Malabry/Sully Prudhomme/33;6;0;6
92020-06;92320;Châtillon;48.7991859, 2.2846898;Espace;Voirie;Châtillon/Division Leclerc/12;6;0;6
92023-01;92140;Clamart;48.804098, 2.2673976;Station;Voirie;Clamart/Victor Hugo/40;7;0;7
92025-05;92700;Colombes;48.92257, 2.25258;Station;Voirie;Colombes/Henri Barbusse/16;6;0;6
92025-06;92700;Colombes;48.9236174, 2.2483611;Station;Voirie;Colombes/Gounod/1;6;0;6
92025-08;92700;Colombes;48.92701, 2.2457526;Station;Voirie;Colombes/Europe/5;6;0;6
92025-09;92700;Colombes;48.9236342, 2.2368586;Station;Voirie;Colombes/Renouillers/183;6;0;6
92025-12;92700;Colombes;48.914886, 2.2535759;Station;Voirie;Colombes/Félix Faure/7;6;0;6
